COG0001	432
COG0002	349
COG0003	322
COG0004	409
COG0005	262
COG0006	384
COG0007	244
COG0008	472
COG0009	211
COG0010	305
COG0011	100
COG0012	372
COG0013	879
COG0014	417
COG0015	438
COG0016	335
COG0017	435
COG0018	577
COG0019	394
COG0020	245
COG0021	663
COG0022	324
COG0023	104
COG0024	255
COG0025	429
COG0026	375
COG0027	394
COG0028	550
COG0029	518
COG0030	259
COG0031	300
COG0033	524
COG0034	470
COG0035	210
COG0036	220
COG0037	298
COG0038	443
COG0039	313
COG0040	290
COG0041	162
COG0042	323
COG0043	477
COG0044	430
COG0045	387
COG0046	743
COG0047	231
COG0048	129
COG0049	148
COG0050	394
COG0051	104
COG0052	252
COG0053	304
COG0054	152
COG0055	468
COG0056	504
COG0057	335
COG0058	750
COG0059	338
COG0060	933
COG0061	281
COG0062	203
COG0063	284
COG0064	483
COG0065	423
COG0066	191
COG0067	371
COG0068	750
COG0069	485
COG0070	301
COG0071	146
COG0072	650
COG0073	123
COG0074	293
COG0075	383
COG0076	460
COG0077	279
COG0078	310
COG0079	356
COG0080	141
COG0081	228
COG0082	369
COG0083	299
COG0084	256
COG0085	1060
COG0086	808
COG0087	218
COG0088	214
COG0089	94
COG0090	275
COG0091	120
COG0092	233
COG0093	122
COG0094	180
COG0095	248
COG0096	132
COG0097	178
COG0098	181
COG0099	121
COG0100	129
COG0101	266
COG0102	148
COG0103	130
COG0104	430
COG0105	135
COG0106	241
COG0107	256
COG0108	203
COG0109	304
COG0110	190
COG0111	324
COG0112	413
COG0113	330
COG0114	462
COG0115	284
COG0116	381
COG0117	146
COG0118	204
COG0119	409
COG0120	227
COG0121	252
COG0122	285
COG0123	340
COG0124	429
COG0125	208
COG0126	395
COG0127	194
COG0128	428
COG0129	575
COG0130	271
COG0131	195
COG0132	223
COG0133	396
COG0134	254
COG0135	208
COG0136	334
COG0137	403
COG0138	515
COG0139	111
COG0140	92
COG0141	425
COG0142	322
COG0143	558
COG0144	355
COG0145	674
COG0146	563
COG0147	462
COG0148	423
COG0149	251
COG0150	345
COG0151	428
COG0152	247
COG0153	390
COG0154	475
COG0155	510
COG0156	388
COG0157	280
COG0158	326
COG0159	265
COG0160	447
COG0161	449
COG0162	401
COG0163	191
COG0164	199
COG0165	459
COG0166	446
COG0167	310
COG0168	499
COG0169	283
COG0170	216
COG0171	268
COG0172	429
COG0173	585
COG0174	443
COG0175	261
COG0176	239
COG0177	211
COG0178	935
COG0179	266
COG0180	314
COG0181	307
COG0182	346
COG0183	392
COG0184	89
COG0185	93
COG0186	87
COG0187	635
COG0188	804
COG0189	318
COG0190	283
COG0191	286
COG0192	388
COG0193	190
COG0194	191
COG0195	190
COG0196	304
COG0197	146
COG0198	104
COG0199	61
COG0200	152
COG0201	436
COG0202	317
COG0203	116
COG0204	255
COG0205	347
COG0206	338
COG0207	268
COG0208	348
COG0209	651
COG0210	655
COG0211	87
COG0212	191
COG0213	435
COG0214	296
COG0215	464
COG0216	363
COG0217	241
COG0218	200
COG0219	155
COG0220	227
COG0221	171
COG0222	124
COG0223	307
COG0224	287
COG0225	174
COG0226	318
COG0227	77
COG0228	87
COG0229	140
COG0230	44
COG0231	131
COG0232	412
COG0233	187
COG0234	96
COG0235	219
COG0236	80
COG0237	201
COG0238	75
COG0239	126
COG0240	329
COG0241	181
COG0242	168
COG0243	765
COG0244	175
COG0245	159
COG0246	473
COG0247	388
COG0248	492
COG0249	843
COG0250	178
COG0251	130
COG0252	351
COG0253	272
COG0254	75
COG0255	69
COG0256	125
COG0257	38
COG0258	310
COG0259	214
COG0260	485
COG0261	103
COG0262	167
COG0263	369
COG0264	296
COG0265	347
COG0266	273
COG0267	50
COG0268	88
COG0269	217
COG0270	328
COG0271	90
COG0272	667
COG0274	228
COG0275	314
COG0276	320
COG0277	459
COG0278	105
COG0279	176
COG0280	327
COG0281	432
COG0282	396
COG0283	222
COG0284	240
COG0285	427
COG0286	489
